"<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>"
"2021.10.19	10:00:00	130706	131160	129719	130138	1119400	3899652	1"
"2021.10.19	11:00:00	130138	130408	129564	129868	756364	2776871	1"
"2021.10.19	12:00:00	129868	129903	129007	129575	671644	2692695	1"
"2021.10.19	13:00:00	129575	129581	129041	129460	511194	1953463	1"
"2021.10.19	14:00:00	129460	129977	129334	129369	537950	2108994	1"
"2021.10.19	15:00:00	129369	129483	127841	127904	823405	3157057	1"
"2021.10.19	16:00:00	127904	129650	127336	128071	849879	3052449	1"
"2021.10.19	17:00:00	128071	129374	127962	128794	356693	1046256	1"
"2021.10.20	09:00:00	129070	129455	128071	129294	918880	2923120	1"
"2021.10.20	10:00:00	129288	129512	128002	128295	1318863	4491143	1"
"2021.10.20	11:00:00	128295	129305	128134	128806	1021056	3651533	1"
"2021.10.20	12:00:00	128812	129483	128570	128720	659802	2279915	1"
"2021.10.20	13:00:00	128720	129087	128639	128932	478172	1718689	1"
"2021.10.20	14:00:00	128932	129133	127606	128794	734250	2767825	1"
"2021.10.20	15:00:00	128800	129926	128513	129041	671069	2603089	1"
"2021.10.20	16:00:00	129041	129173	128341	128346	445707	1703744	1"
"2021.10.20	17:00:00	128346	128421	126136	126406	417870	1528523	1"
"2021.10.21	09:00:00	124695	126096	124603	125292	809524	2395662	1"
"2021.10.21	10:00:00	125286	126854	125194	126222	1175161	3926960	1"
"2021.10.21	11:00:00	126222	126647	125843	126044	999113	3464044	1"
"2021.10.21	12:00:00	126044	126055	125137	125286	753897	2677007	1"
"2021.10.21	13:00:00	125286	125814	124775	125516	739928	2680808	1"
"2021.10.21	14:00:00	125516	125573	122570	122886	972259	3690742	1"
"2021.10.21	15:00:00	122886	124873	122415	124080	894720	3211731	1"
"2021.10.21	16:00:00	124080	125039	123988	124459	620012	2239641	1"
"2021.10.21	17:00:00	124465	125108	124281	124786	371447	1186699	1"
"2021.10.22	09:00:00	123856	124459	123093	123316	971068	2800093	1"
"2021.10.22	10:00:00	123322	123891	121852	122346	1250119	4408721	1"
"2021.10.22	11:00:00	122352	122426	119418	119791	1258749	4872050	1"
"2021.10.22	12:00:00	119785	121324	119044	120773	1042967	3431896	1"
"2021.10.22	13:00:00	120773	122444	119906	121106	887592	2795538	1"
"2021.10.22	14:00:00	121100	123299	120853	122610	966328	2814858	1"
"2021.10.22	15:00:00	122616	125022	121749	123805	968002	2819497	1"
"2021.10.22	16:00:00	123799	124488	122593	122966	617419	1836229	1"
"2021.10.22	17:00:00	122972	123615	122604	122880	272144	665718	1"
"2021.10.25	09:00:00	123919	124373	123173	124028	908560	2669198	1"
"2021.10.25	10:00:00	124028	125326	123787	125303	1287002	3939236	1"
"2021.10.25	11:00:00	125297	125860	125177	125544	810455	2644158	1"
"2021.10.25	12:00:00	125544	125809	124815	125102	668676	2272757	1"
"2021.10.25	13:00:00	125096	125722	124861	125504	605675	2118636	1"
"2021.10.25	14:00:00	125510	125740	125119	125424	631480	2320664	1"
"2021.10.25	15:00:00	125424	126681	125234	126526	720859	2632327	1"
"2021.10.25	16:00:00	126526	126716	126004	126142	523455	1858007	1"
"2021.10.25	17:00:00	126142	126165	125642	125854	276797	924373	1"
"2021.10.26	09:00:00	125516	125527	124109	124339	906134	2739037	1"
"2021.10.26	10:00:00	124344	124758	123598	123810	1181058	3882575	1"
"2021.10.26	11:00:00	123810	124695	123523	123678	1045612	3673444	1"
"2021.10.26	12:00:00	123672	124212	123374	123391	775287	2723270	1"
"2021.10.26	13:00:00	123391	123736	123064	123604	637276	2265224	1"
"2021.10.26	14:00:00	123592	124103	123426	123546	697458	2539874	1"
"2021.10.26	15:00:00	123546	124218	123535	123845	614509	2260875	1"
"2021.10.26	16:00:00	123839	124040	122943	123058	509982	1920559	1"
"2021.10.26	17:00:00	123058	123454	122920	123454	264629	903357	1"
"2021.10.27	09:00:00	123339	123971	123121	123954	813819	2409376	1"
"2021.10.27	10:00:00	123954	124930	123713	124775	939885	3173723	1"
"2021.10.27	11:00:00	124769	125349	124700	124815	849538	3014236	1"
"2021.10.27	12:00:00	124815	125378	124367	124436	690958	2462998	1"
"2021.10.27	13:00:00	124442	125016	124425	124471	545653	1882208	1"
"2021.10.27	14:00:00	124476	124815	124155	124718	566033	1991630	1"
"2021.10.27	15:00:00	124718	124878	123948	124005	537370	1963305	1"
"2021.10.27	16:00:00	124005	124138	122748	123242	691288	2632964	1"
"2021.10.27	17:00:00	123242	124178	123184	123965	221630	731690	1"
"2021.10.28	09:00:00	123426	123512	122225	122633	920775	2720578	1"
"2021.10.28	10:00:00	122627	123942	122317	123690	1130644	3737906	1"
"2021.10.28	11:00:00	123690	123856	122490	122662	898045	3061437	1"
"2021.10.28	12:00:00	122668	122794	121795	122495	827044	2747506	1"
"2021.10.28	13:00:00	122495	123138	122335	122426	714267	2322853	1"
"2021.10.28	14:00:00	122432	124247	122231	123466	781829	2624100	1"
"2021.10.28	15:00:00	123466	123678	122220	122386	632022	2110551	1"
"2021.10.28	16:00:00	122386	122863	121921	122536	532064	1803747	1"
"2021.10.28	17:00:00	122541	122662	120382	121123	442165	1375942	1"
"2021.10.29	09:00:00	121565	122926	121479	122759	974380	2762394	1"
"2021.10.29	10:00:00	122759	122995	120589	120629	1337943	4148090	1"
"2021.10.29	11:00:00	120623	122180	120566	122122	1000018	3193858	1"
"2021.10.29	12:00:00	122116	122277	121238	121422	828838	2588034	1"
"2021.10.29	13:00:00	121422	121640	120928	121462	583479	1744327	1"
"2021.10.29	14:00:00	121462	122013	121301	121427	641780	2004991	1"
"2021.10.29	15:00:00	121422	121628	119969	120911	875235	2945488	1"
"2021.10.29	16:00:00	120911	121157	119670	119785	571757	1921909	1"
"2021.10.29	17:00:00	119785	120411	119561	120296	314131	956474	1"
"2021.11.01	09:00:00	120962	121577	120664	121519	648710	1889353	1"
"2021.11.01	10:00:00	121525	121640	120778	121226	1134830	3495234	1"
"2021.11.01	11:00:00	121232	122053	121123	121381	948256	3187907	1"
"2021.11.01	12:00:00	121381	122036	121100	122030	746826	2450885	1"
"2021.11.01	13:00:00	122030	122633	121887	122599	615359	2144356	1"
"2021.11.01	14:00:00	122599	122800	122266	122495	593624	2106504	1"
"2021.11.01	15:00:00	122495	122622	122002	122243	592140	2087283	1"
"2021.11.01	16:00:00	122243	122708	122214	122323	436099	1551723	1"
"2021.11.01	17:00:00	122323	122358	121732	121732	326025	1044629	1"
"2021.11.03	09:00:00	121002	121364	120595	121014	776305	2268869	1"
"2021.11.03	10:00:00	121014	121634	120388	120956	1195328	3734520	1"
"2021.11.03	11:00:00	120956	122409	120865	121944	1070168	3541930	1"
"2021.11.03	12:00:00	121938	123609	121588	123540	1007698	3396858	1"
"2021.11.03	13:00:00	123540	123558	122099	122099	670217	2212204	1"
"2021.11.03	14:00:00	122099	122478	121272	121548	656577	2136197	1"
"2021.11.03	15:00:00	121548	123506	121226	122915	1061815	3170821	1"
"2021.11.03	16:00:00	122915	123219	122426	122426	575641	1965492	1"
"2021.11.03	17:00:00	122432	123385	122260	123259	350260	1019525	1"
"2021.11.04	09:00:00	123454	123483	121979	122386	719276	2189591	1"
"2021.11.04	10:00:00	122380	122386	120997	121341	1167086	3828580	1"
"2021.11.04	11:00:00	121341	121697	120824	120893	997801	3385773	1"
"2021.11.04	12:00:00	120888	121037	120422	120933	701043	2366065	1"
"2021.11.04	13:00:00	120933	121014	119751	119888	723604	2442711	1"
"2021.11.04	14:00:00	119888	120273	119251	119429	696999	2286281	1"
"2021.11.04	15:00:00	119423	119946	118884	119509	772665	2549795	1"
"2021.11.04	16:00:00	119509	120089	119286	119584	591453	1942455	1"
"2021.11.04	17:00:00	119584	119946	119395	119469	298149	908811	1"
"2021.11.05	09:00:00	120124	120956	119435	120807	823381	2148249	1"
"2021.11.05	10:00:00	120807	122116	120658	121984	1026306	3291247	1"
"2021.11.05	11:00:00	121984	122174	120738	121226	855456	2920531	1"
"2021.11.05	12:00:00	121221	121565	120962	121209	607911	1993773	1"
"2021.11.05	13:00:00	121203	121824	121186	121588	566736	1850316	1"
"2021.11.05	14:00:00	121582	121875	120664	121301	706722	2383391	1"
"2021.11.05	15:00:00	121301	121657	121129	121140	484229	1593268	1"
"2021.11.05	16:00:00	121140	121525	120939	121330	450954	1545434	1"
"2021.11.05	17:00:00	121335	121370	120755	120882	264096	773621	1"
"2021.11.08	09:00:00	120411	120543	119825	120021	830034	2254269	1"
"2021.11.08	10:00:00	120021	121209	119969	121117	1019086	3097200	1"
"2021.11.08	11:00:00	121117	122277	121083	121990	945797	3029730	1"
"2021.11.08	12:00:00	121996	122030	121244	121278	685327	2287955	1"
"2021.11.08	13:00:00	121284	121726	120956	121588	601115	2035451	1"
"2021.11.08	14:00:00	121594	121944	121335	121513	667251	2268307	1"
"2021.11.08	15:00:00	121513	121657	120773	120951	536297	1793323	1"
"2021.11.08	16:00:00	120951	121422	120888	121318	479710	1651304	1"
"2021.11.08	17:00:00	121318	121479	121008	121129	375484	1280363	1"
"2021.11.08	18:00:00	121123	121267	120974	121267	63053	201202	1"
"2021.11.09	09:00:00	121548	121892	121106	121496	755558	2061458	1"
"2021.11.09	10:00:00	121496	123047	121134	122989	1067843	3371471	1"
"2021.11.09	11:00:00	122983	123351	122340	122444	968563	3104483	1"
"2021.11.09	12:00:00	122444	122920	122283	122461	760532	2416290	1"
"2021.11.09	13:00:00	122461	122748	122024	122559	672958	2134500	1"
"2021.11.09	14:00:00	122559	123075	122168	122782	672821	2093284	1"
"2021.11.09	15:00:00	122782	123075	122340	122432	553721	1730149	1"
"2021.11.09	16:00:00	122438	122536	121427	122036	638510	2187553	1"
"2021.11.09	17:00:00	122036	122415	121582	121961	485393	1541837	1"
"2021.11.09	18:00:00	121967	122047	121709	121766	55623	164198	1"
"2021.11.10	09:00:00	121433	121898	120882	121812	808653	2246718	1"
"2021.11.10	10:00:00	121806	122461	121324	122352	1248092	3751703	1"
"2021.11.10	11:00:00	122352	123540	122317	123477	906855	3063136	1"
"2021.11.10	12:00:00	123477	123718	123138	123408	652957	2169420	1"
"2021.11.10	13:00:00	123414	124109	123133	123908	618281	2005701	1"
"2021.11.10	14:00:00	123914	123994	123489	123649	436887	1442981	1"
"2021.11.10	15:00:00	123655	123690	122633	122759	808938	2738598	1"
"2021.11.10	16:00:00	122759	123041	121938	122099	633492	2135632	1"
"2021.11.10	17:00:00	122105	122817	122076	122438	465670	1431338	1"
"2021.11.10	18:00:00	122438	122828	122283	122811	77960	214512	1"
"2021.11.11	09:00:00	123512	124476	123408	124442	726799	2043961	1"
"2021.11.11	10:00:00	124436	124982	124074	124918	937282	2828176	1"
"2021.11.11	11:00:00	124918	125257	124574	124918	836598	2726027	1"
"2021.11.11	12:00:00	124918	125504	124873	125418	655784	2175011	1"
"2021.11.11	13:00:00	125424	125550	124855	125160	557152	1824571	1"
"2021.11.11	14:00:00	125165	125458	124786	124821	572599	1863985	1"
"2021.11.11	15:00:00	124827	124953	124413	124884	657019	2176723	1"
"2021.11.11	16:00:00	124878	124878	124184	124212	502834	1667165	1"
"2021.11.11	17:00:00	124212	124534	124126	124356	335530	1085637	1"
"2021.11.11	18:00:00	124356	124947	124247	124947	65904	212536	1"
"2021.11.12	09:00:00	124603	124804	123632	123655	828552	2333843	1"
"2021.11.12	10:00:00	123655	124718	123627	124057	1294718	3815163	1"
"2021.11.12	11:00:00	124051	124241	122369	122759	993500	3231286	1"
"2021.11.12	12:00:00	122759	122915	122214	122685	619488	2048081	1"
"2021.11.12	13:00:00	122685	123087	122352	123006	558717	1851335	1"
"2021.11.12	14:00:00	123006	123190	122076	122559	643430	2087187	1"
"2021.11.12	15:00:00	122559	123087	122507	122966	438869	1418817	1"
"2021.11.12	16:00:00	122972	123184	122536	122708	416824	1385247	1"
"2021.11.12	17:00:00	122708	122995	122616	122817	285375	950165	1"
"2021.11.12	18:00:00	122817	122851	122581	122811	93858	250868	1"
"2021.11.16	09:00:00	123121	123604	122782	123535	797924	2184556	1"
"2021.11.16	10:00:00	123529	123604	122116	122294	1162014	3582857	1"
"2021.11.16	11:00:00	122289	122352	120755	120813	918032	3145336	1"
"2021.11.16	12:00:00	120807	120882	120135	120250	639941	2290763	1"
"2021.11.16	13:00:00	120256	120865	120164	120715	487501	1736422	1"
"2021.11.16	14:00:00	120721	121370	120526	121330	523105	1881683	1"
"2021.11.16	15:00:00	121330	121496	120911	120939	496772	1806757	1"
"2021.11.16	16:00:00	120939	121175	120600	120612	449148	1675791	1"
"2021.11.16	17:00:00	120618	120916	120377	120422	422720	1481704	1"
"2021.11.16	18:00:00	120428	120646	120371	120583	88949	274999	1"
"2021.11.17	09:00:00	120354	121709	120313	121617	792101	2282537	1"
"2021.11.17	10:00:00	121617	121921	120313	120675	1227660	3807385	1"
"2021.11.17	11:00:00	120675	121002	119710	119762	1133084	3557292	1"
"2021.11.17	12:00:00	119768	120336	119418	120204	753884	2388759	1"
"2021.11.17	13:00:00	120199	120382	119320	119739	588255	1895253	1"
"2021.11.17	14:00:00	119733	119980	118895	118918	677684	2298643	1"
"2021.11.17	15:00:00	118918	118964	118189	118556	693460	2303024	1"
"2021.11.17	16:00:00	118556	119366	118505	119033	513905	1700843	1"
"2021.11.17	17:00:00	119039	119194	118596	119033	410060	1289515	1"
"2021.11.17	18:00:00	119033	119090	118711	119090	94415	275399	1"
"2021.11.18	09:00:00	119205	119693	118757	119521	946087	2637994	1"
"2021.11.18	10:00:00	119521	119797	118413	119108	1213971	3749780	1"
"2021.11.18	11:00:00	119108	119630	118574	118585	1048280	3291741	1"
"2021.11.18	12:00:00	118585	118648	117729	118108	775479	2583571	1"
"2021.11.18	13:00:00	118108	118493	117839	118045	572220	1910824	1"
"2021.11.18	14:00:00	118051	118585	117925	118005	573311	1960154	1"
"2021.11.18	15:00:00	118005	118596	117781	118091	524200	1778928	1"
"2021.11.18	16:00:00	118097	118367	117884	118350	413611	1436899	1"
"2021.11.18	17:00:00	118355	118487	118040	118189	374251	1331731	1"
"2021.11.18	18:00:00	118189	118803	118103	118803	73364	241350	1"
"2021.11.19	09:00:00	118315	118855	117884	118487	837486	2395125	1"
"2021.11.19	10:00:00	118493	119377	117942	119079	1160368	3627288	1"
"2021.11.19	11:00:00	119085	120003	118820	119779	887813	2850380	1"
"2021.11.19	12:00:00	119774	119929	119263	119395	684256	2148847	1"
"2021.11.19	13:00:00	119395	119923	119102	119584	535246	1761167	1"
"2021.11.19	14:00:00	119584	119831	119286	119584	523998	1803926	1"
"2021.11.19	15:00:00	119584	119682	118780	118780	495733	1650413	1"
"2021.11.19	16:00:00	118780	119257	118769	119171	373949	1196944	1"
"2021.11.19	17:00:00	119165	119217	118843	118918	242970	786495	1"
"2021.11.19	18:00:00	118918	119056	118866	118975	49602	146525	1"
"2021.11.22	09:00:00	119791	119808	119056	119280	712078	1937206	1"
"2021.11.22	10:00:00	119286	120308	118809	120296	1091428	3382206	1"
"2021.11.22	11:00:00	120296	120509	119722	119831	828968	2812959	1"
"2021.11.22	12:00:00	119825	120715	119636	120577	615382	2104039	1"
"2021.11.22	13:00:00	120583	120727	119756	119888	501747	1667407	1"
"2021.11.22	14:00:00	119883	120078	119263	119274	553635	1878388	1"
"2021.11.22	15:00:00	119274	119389	117781	117994	689557	2624050	1"
"2021.11.22	16:00:00	117988	118551	117827	118407	454579	1674514	1"
"2021.11.22	17:00:00	118407	118608	117735	117850	388413	1419074	1"
"2021.11.22	18:00:00	117850	117976	117597	117597	80016	249982	1"
"2021.11.23	09:00:00	117942	118849	117804	118786	751185	2176051	1"
"2021.11.23	10:00:00	118786	119027	118057	118734	1220011	3871847	1"
"2021.11.23	11:00:00	118740	119567	118493	119326	961488	3154321	1"
"2021.11.23	12:00:00	119331	119389	117454	117494	938438	3085087	1"
"2021.11.23	13:00:00	117494	118258	117299	118131	711645	2327823	1"
"2021.11.23	14:00:00	118137	118654	117867	117999	673081	2299416	1"
"2021.11.23	15:00:00	117999	119670	117965	119314	760328	2586242	1"
"2021.11.23	16:00:00	119308	119377	118763	118981	575310	2019039	1"
"2021.11.23	17:00:00	118981	119848	118533	119171	542208	1818024	1"
"2021.11.23	18:00:00	119176	120078	119159	120009	148137	407848	1"
"2021.11.24	09:00:00	119435	119710	118660	118694	827129	2368681	1"
"2021.11.24	10:00:00	118694	119331	118062	118286	1168613	3709885	1"
"2021.11.24	11:00:00	118292	119756	118212	119728	1122364	3621260	1"
"2021.11.24	12:00:00	119728	120750	119601	120618	764536	2559769	1"
"2021.11.24	13:00:00	120618	121203	120440	120532	493670	1728982	1"
"2021.11.24	14:00:00	120526	120773	120233	120646	545269	1918863	1"
"2021.11.24	15:00:00	120646	120692	120026	120124	476431	1659926	1"
"2021.11.24	16:00:00	120124	120589	119785	120480	545204	1974368	1"
"2021.11.24	17:00:00	120474	120830	120336	120543	331423	1119254	1"
"2021.11.24	18:00:00	120537	120652	120371	120468	67094	197411	1"
"2021.11.25	09:00:00	120296	121295	120095	120755	800924	2384699	1"
"2021.11.25	10:00:00	120755	121554	120675	121485	1012595	3373842	1"
"2021.11.25	11:00:00	121490	122145	121226	122059	718747	2479942	1"
"2021.11.25	12:00:00	122059	122737	121933	122421	554043	2004818	1"
"2021.11.25	13:00:00	122426	122668	122208	122300	439646	1498923	1"
"2021.11.25	14:00:00	122300	122576	122157	122289	388636	1342231	1"
"2021.11.25	15:00:00	122289	122426	121944	121961	446096	1368299	1"
"2021.11.25	16:00:00	121967	122122	121783	122030	376945	1160817	1"
"2021.11.25	17:00:00	122024	122174	121869	121990	241162	721681	1"
"2021.11.25	18:00:00	121996	122306	121921	122231	54283	193503	1"
"2021.11.26	09:00:00	118401	119435	118401	118941	727613	2031334	1"
"2021.11.26	10:00:00	118947	118970	117942	118688	1158934	3671114	1"
"2021.11.26	11:00:00	118688	118757	117345	117592	1030824	3312542	1"
"2021.11.26	12:00:00	117592	117655	116874	117293	732207	2395508	1"
"2021.11.26	13:00:00	117293	117454	117052	117230	521617	1738748	1"
"2021.11.26	14:00:00	117236	118240	117218	117902	684977	2387290	1"
"2021.11.26	15:00:00	117907	118131	117649	117729	411342	1267533	1"
"2021.11.26	16:00:00	117724	117793	117408	117592	346925	1086560	1"
"2021.11.26	17:00:00	117592	118057	117494	117758	246180	738524	1"
"2021.11.26	18:00:00	117758	117879	117551	117551	68268	187870	1"
"2021.11.29	09:00:00	118993	119791	118895	119515	710116	2011336	1"
"2021.11.29	10:00:00	119515	119963	118924	119722	1135570	3703037	1"
"2021.11.29	11:00:00	119722	120026	118499	118562	1044181	3768833	1"
"2021.11.29	12:00:00	118562	118797	118149	118757	794798	2692832	1"
"2021.11.29	13:00:00	118757	118895	118401	118424	564607	1995124	1"
"2021.11.29	14:00:00	118424	119464	118315	119297	597321	2251465	1"
"2021.11.29	15:00:00	119303	119607	118935	119584	475746	1903421	1"
"2021.11.29	16:00:00	119584	119613	118941	119108	470042	1843336	1"
"2021.11.29	17:00:00	119108	119383	118350	118396	425191	1641870	1"
"2021.11.29	18:00:00	118390	118654	118304	118654	101409	332110	1"
"2021.11.30	09:00:00	117540	118252	117425	117770	741688	2246505	1"
"2021.11.30	10:00:00	117770	118614	117454	118591	1193708	4000547	1"
"2021.11.30	11:00:00	118585	118734	117764	117775	1048127	3508128	1"
"2021.11.30	12:00:00	117787	118315	116041	116053	1064869	3718448	1"
"2021.11.30	13:00:00	116047	116638	115599	115944	822716	2936911	1"
"2021.11.30	14:00:00	115944	115972	115289	115725	647150	2314972	1"
"2021.11.30	15:00:00	115725	116081	115364	116036	519545	1972380	1"
"2021.11.30	16:00:00	116036	116529	115823	116512	530999	2117942	1"
"2021.11.30	17:00:00	116512	117574	116432	117253	569330	2184654	1"
"2021.11.30	18:00:00	117253	117804	117236	117781	112975	347258	1"
"2021.12.01	09:00:00	118533	119130	118459	119033	639030	1933874	1"
"2021.12.01	10:00:00	119033	119561	118642	119314	1090098	3598575	1"
"2021.12.01	11:00:00	119314	119653	118866	119573	937961	3148288	1"
"2021.12.01	12:00:00	119573	119934	119205	119486	738788	2574966	1"
"2021.12.01	13:00:00	119492	119544	118034	118258	710901	2593324	1"
"2021.12.01	14:00:00	118258	118700	117626	117689	745661	2705183	1"
"2021.12.01	15:00:00	117689	117959	116196	116443	903327	3305711	1"
"2021.12.01	16:00:00	116443	117012	116047	116552	670589	2490409	1"
"2021.12.01	17:00:00	116552	116834	115863	116064	602287	2082627	1"
"2021.12.01	18:00:00	116064	116150	115760	115760	145846	408623	1"
"2021.12.02	09:00:00	116656	117563	116570	117471	793808	2336331	1"
"2021.12.02	10:00:00	117477	118482	117425	118309	1005010	3361835	1"
"2021.12.02	11:00:00	118315	119412	117787	119377	994862	3492118	1"
"2021.12.02	12:00:00	119377	119636	118889	119418	794834	2848132	1"
"2021.12.02	13:00:00	119412	119756	119171	119653	666294	2400777	1"
"2021.12.02	14:00:00	119653	120055	119211	119584	640398	2353640	1"
"2021.12.02	15:00:00	119590	119687	118769	119159	650807	2395394	1"
"2021.12.02	16:00:00	119159	119538	118941	119085	498998	1901409	1"
"2021.12.02	17:00:00	119090	120032	118987	120003	419497	1561672	1"
"2021.12.02	18:00:00	119998	120302	119929	120296	106997	346264	1"
"2021.12.03	09:00:00	119877	120176	119383	120003	822476	2460529	1"
"2021.12.03	10:00:00	120003	122673	119900	122444	1230269	3907638	1"
"2021.12.03	11:00:00	122444	123029	121864	122024	983842	3264679	1"
"2021.12.03	12:00:00	122024	122185	120784	121244	931273	3191839	1"
"2021.12.03	13:00:00	121244	121766	120606	120664	827909	2658683	1"
"2021.12.03	14:00:00	120669	121554	120474	121048	710213	2327351	1"
"2021.12.03	15:00:00	121048	121525	120928	121255	600060	1994651	1"
"2021.12.03	16:00:00	121249	121307	120118	120210	656405	2210350	1"
"2021.12.03	17:00:00	120216	120974	119768	120692	553560	1925935	1"
"2021.12.03	18:00:00	120692	121462	120652	121330	135613	374816	1"
"2021.12.06	09:00:00	121915	122185	121490	121933	863330	2548581	1"
"2021.12.06	10:00:00	121933	122714	121542	122696	1337364	4176205	1"
"2021.12.06	11:00:00	122691	123282	121824	123202	1206491	4020769	1"
"2021.12.06	12:00:00	123202	123667	122886	123529	775156	2636441	1"
"2021.12.06	13:00:00	123535	123621	123150	123443	522242	1736453	1"
"2021.12.06	14:00:00	123437	123868	123156	123701	547539	1941420	1"
"2021.12.06	15:00:00	123701	123718	122995	123190	536530	1896171	1"
"2021.12.06	16:00:00	123190	123259	122800	123035	493850	1796128	1"
"2021.12.06	17:00:00	123035	123339	122955	123144	371379	1308565	1"
"2021.12.06	18:00:00	123144	123328	122978	123133	98484	314053	1"
"2021.12.07	09:00:00	124643	125160	124373	124999	716436	2001774	1"
"2021.12.07	10:00:00	124999	125068	124097	124143	1067183	3324123	1"
"2021.12.07	11:00:00	124149	124373	123747	124046	878243	2898647	1"
"2021.12.07	12:00:00	124046	124758	123896	124677	735303	2504912	1"
"2021.12.07	13:00:00	124677	124695	123919	124069	566072	1907284	1"
"2021.12.07	14:00:00	124069	124465	123839	124080	642193	2162664	1"
"2021.12.07	15:00:00	124080	124172	123477	123839	618225	2175223	1"
"2021.12.07	16:00:00	123839	124028	123644	123937	441934	1542775	1"
"2021.12.07	17:00:00	123937	124184	123230	123707	486640	1663556	1"
"2021.12.07	18:00:00	123707	124028	123672	124028	90680	278297	1"
"2021.12.08	09:00:00	124568	124769	123816	124247	763227	2192929	1"
"2021.12.08	10:00:00	124252	124344	123431	124166	993660	3242734	1"
"2021.12.08	11:00:00	124166	124924	123569	124718	884922	3109344	1"
"2021.12.08	12:00:00	124718	124746	123632	123793	735146	2514885	1"
"2021.12.08	13:00:00	123787	124281	123672	124080	524773	1783031	1"
"2021.12.08	14:00:00	124074	124270	123816	123965	449725	1568754	1"
"2021.12.08	15:00:00	123965	124425	123805	124310	457310	1695226	1"
"2021.12.08	16:00:00	124316	124362	124034	124344	332622	1208205	1"
"2021.12.08	17:00:00	124339	124551	124184	124390	280720	1087103	1"
"2021.12.08	18:00:00	124390	124568	124344	124488	70989	268450	1"
"2021.12.09	09:00:00	123397	123604	123150	123454	585900	1791332	1"
"2021.12.09	10:00:00	123454	123661	122616	122737	940612	3178689	1"
"2021.12.09	11:00:00	122742	122972	122082	122208	822808	2873077	1"
"2021.12.09	12:00:00	122214	122633	122019	122633	530614	1912783	1"
"2021.12.09	13:00:00	122627	122737	122335	122524	449894	1672147	1"
"2021.12.09	14:00:00	122524	122581	122059	122449	476764	1788305	1"
"2021.12.09	15:00:00	122444	122754	122415	122524	459490	1738950	1"
"2021.12.09	16:00:00	122524	122650	121961	122174	456720	1756833	1"
"2021.12.09	17:00:00	122168	122266	121680	121961	388937	1447135	1"
"2021.12.09	18:00:00	121961	122202	121824	122202	79076	278134	1"
"2021.12.10	09:00:00	122708	123724	122708	123690	546732	1696763	1"
"2021.12.10	10:00:00	123695	124551	123661	124252	833125	2930287	1"
"2021.12.10	11:00:00	124252	124362	123500	123546	802534	2915998	1"
"2021.12.10	12:00:00	123546	123833	123368	123627	597232	2222981	1"
"2021.12.10	13:00:00	123627	123983	123403	123845	453442	1662820	1"
"2021.12.10	14:00:00	123845	123896	123357	123730	395370	1492409	1"
"2021.12.10	15:00:00	123730	123891	123535	123684	384448	1447309	1"
"2021.12.10	16:00:00	123678	123868	123540	123799	292181	1166377	1"
"2021.12.10	17:00:00	123799	123925	123741	123839	187382	784587	1"
"2021.12.10	18:00:00	123839	124109	123810	124040	73775	258709	1"
"2021.12.13	09:00:00	124660	124672	124109	124161	394046	1250608	1"
"2021.12.13	10:00:00	124161	125895	123960	125837	872856	3226498	1"
"2021.12.13	11:00:00	125831	125872	125303	125366	584752	2105069	1"
"2021.12.13	12:00:00	125372	125389	124126	124264	610201	2268232	1"
"2021.12.13	13:00:00	124264	124407	123517	123741	632749	2443148	1"
"2021.12.13	14:00:00	123736	124126	123529	124011	399459	1524546	1"
"2021.12.13	15:00:00	124011	124293	123805	124103	446447	1737504	1"
"2021.12.13	16:00:00	124103	124499	123960	124436	435958	1681308	1"
"2021.12.13	17:00:00	124436	124517	123558	123609	328416	1262670	1"
"2021.12.13	18:00:00	123609	123856	123248	123822	125331	478132	1"
"2021.12.14	09:00:00	123271	124758	123265	124712	665272	2060591	1"
"2021.12.14	10:00:00	124712	125470	123942	124396	1059466	3821663	1"
"2021.12.14	11:00:00	124396	124792	123581	124362	1017231	3649122	1"
"2021.12.14	12:00:00	124362	124482	123741	123965	723592	2579980	1"
"2021.12.14	13:00:00	123965	124166	122782	122857	682926	2413499	1"
"2021.12.14	14:00:00	122857	123098	122622	122679	495899	1798987	1"
"2021.12.14	15:00:00	122679	123161	122386	122581	542014	2043901	1"
"2021.12.14	16:00:00	122581	122737	122237	122737	432992	1684108	1"
"2021.12.14	17:00:00	122737	123012	122449	122627	355882	1347072	1"
"2021.12.14	18:00:00	122627	122650	122317	122329	65757	197790	1"
"2021.12.15	09:00:00	122600	123030	122414	122996	521209	1575683	1"
"2021.12.15	10:00:00	122996	123143	121780	122074	1138604	3612568	1"
"2021.12.15	11:00:00	122080	122702	121334	121418	907584	3039941	1"
"2021.12.15	12:00:00	121413	122131	121215	121786	543793	1824929	1"
"2021.12.15	13:00:00	121780	122544	121746	122046	491250	1714521	1"
"2021.12.15	14:00:00	122046	122696	121809	122498	445993	1662339	1"
"2021.12.15	15:00:00	122493	122736	122221	122623	449142	1614728	1"
"2021.12.15	16:00:00	122629	123443	121831	122210	776113	2531097	1"
"2021.12.15	17:00:00	122210	123268	122137	123194	413853	1471286	1"
"2021.12.15	18:00:00	123194	123364	122968	123364	60313	211983	1"
